num_word,num_sentence,num_pos_words,num_neg_words,num_pos_followed_by_neg,first_person,second_person,third_person,num_proper_nouns,num_conjunctions,num_superlatives,num_hedges,num_boosts,num_numbers,num_quotes,num_consecutive_upper
157,9,0,2,0,0,1,7,20,2,0,8,0,0,0,1
183,9,1,3,0,0,1,10,27,4,0,4,3,0,0,0
171,9,1,1,1,0,1,6,25,5,1,7,1,1,0,1
283,20,0,4,2,7,1,15,27,10,0,12,0,3,0,2
284,14,1,2,0,0,0,16,38,4,0,6,0,1,0,1
135,7,1,2,1,0,1,3,19,2,0,3,1,0,0,1
229,14,0,3,1,1,1,9,28,5,0,9,0,5,0,0
201,12,1,0,0,3,1,11,28,7,0,2,0,0,0,2
176,10,1,2,3,2,1,15,12,7,0,7,2,0,0,1
147,9,3,1,2,2,2,1,26,1,0,2,0,1,0,1
160,13,2,2,0,1,2,3,19,4,0,5,0,0,0,0
206,11,0,4,1,4,1,7,28,9,0,7,0,1,0,1
288,19,1,5,3,2,0,4,37,7,0,5,2,8,0,2
142,9,0,1,3,0,1,6,23,0,0,3,1,0,0,1
268,12,0,13,1,0,0,4,62,9,0,4,0,2,0,1
226,15,0,9,1,5,1,9,31,8,0,3,1,1,0,1
227,14,0,6,3,7,1,11,27,3,0,14,0,2,0,1
178,9,1,4,1,7,2,6,31,6,1,9,1,2,0,1
179,9,0,0,0,5,1,7,13,3,0,3,0,1,0,1
239,10,0,5,3,1,4,15,30,5,0,13,0,2,0,1
183,11,2,1,1,3,2,8,19,4,0,8,2,3,0,1
86,6,0,2,2,0,1,4,23,3,0,5,0,3,0,1
85,4,0,2,0,2,1,3,18,2,0,7,0,0,0,1
262,12,1,2,0,1,3,12,52,11,1,10,2,1,0,1
183,10,0,2,0,0,1,4,29,3,0,5,2,8,0,1
220,11,1,5,2,5,1,13,32,5,0,5,1,2,0,1
254,12,0,9,1,3,1,11,33,8,0,6,0,1,0,1
203,11,1,6,2,4,2,10,36,6,0,5,2,1,0,2
295,13,2,5,1,6,11,14,32,6,0,19,1,5,0,1
177,13,5,0,1,4,11,8,17,2,0,8,1,2,0,1
302,10,3,1,1,5,3,6,48,8,0,9,1,3,0,1
139,7,1,4,1,3,4,6,29,5,1,6,1,0,0,1
173,8,1,8,0,0,1,9,19,6,0,3,0,2,0,0
116,9,0,6,2,0,1,8,6,2,0,6,0,0,0,0
229,12,6,4,0,2,2,4,29,4,0,11,0,2,0,0
46,2,0,1,0,0,0,0,7,0,0,0,0,0,0,0
270,12,2,0,1,5,1,6,37,5,0,8,1,1,0,1
181,10,1,0,1,0,2,11,25,1,0,5,0,2,0,0
143,7,0,5,0,0,0,9,18,4,0,2,0,0,0,1
285,16,1,7,1,10,1,15,34,12,0,9,3,2,0,1
135,9,1,1,0,0,2,7,13,3,0,12,2,0,0,0
117,7,0,2,0,1,2,3,25,4,0,2,0,0,0,5
226,13,2,9,1,5,0,14,26,7,1,8,2,2,0,1
121,5,0,1,0,0,1,2,19,4,1,5,1,0,0,0
308,28,12,0,0,10,1,28,28,8,1,14,2,0,0,1
138,6,1,3,2,0,1,2,15,2,0,5,0,0,0,0
188,14,0,7,0,1,1,9,20,3,0,5,0,3,0,1
153,10,1,0,2,1,1,5,37,1,0,2,0,0,0,1
183,9,0,1,0,0,1,1,47,8,0,1,1,7,0,1
173,13,2,0,1,5,9,7,4,9,1,14,3,1,0,1
219,12,2,10,0,1,1,4,39,6,0,5,1,2,0,2
202,11,3,1,1,5,1,11,32,5,0,6,1,0,0,1
132,12,0,5,0,0,0,12,15,3,2,6,1,0,0,0
181,11,1,3,1,1,4,3,24,3,0,13,1,1,0,1
258,16,1,5,2,7,4,6,19,5,2,13,0,0,0,1
310,15,3,5,3,6,1,6,34,6,1,7,4,2,0,1
170,8,0,4,0,1,2,5,25,2,0,6,4,4,0,1
102,4,0,5,0,0,1,0,15,5,0,1,0,8,0,1
163,11,0,1,0,1,2,1,29,3,0,5,0,5,0,1
358,20,2,7,4,3,0,18,32,11,1,9,3,0,0,1
261,13,6,1,1,11,1,16,36,7,0,5,4,2,0,1
145,8,1,1,3,1,0,7,20,2,2,6,1,2,0,1
207,10,1,0,0,2,3,16,40,4,0,16,2,2,0,1
163,10,2,0,0,2,3,5,31,2,0,6,2,3,0,2
204,10,0,3,0,4,1,7,24,4,0,10,1,1,0,1
224,26,3,0,0,11,5,12,7,5,3,24,0,7,0,1
241,13,0,2,0,1,4,5,34,6,0,12,0,6,0,1
79,4,0,0,1,0,0,1,20,1,0,1,0,0,0,2
91,6,2,0,1,2,1,5,8,5,1,6,0,0,0,1
145,7,0,1,0,0,0,9,19,5,0,2,1,1,0,1
294,26,6,4,2,8,4,36,12,11,0,12,2,2,0,1
224,8,0,5,2,5,1,12,33,3,3,4,0,3,0,1
104,5,1,2,1,1,1,4,27,1,1,3,1,0,0,1
310,19,1,2,1,5,1,28,40,4,1,20,2,4,0,1
328,11,2,1,2,2,0,9,34,10,1,9,2,2,0,1
179,8,0,0,0,5,2,5,22,3,0,9,0,0,0,1
244,10,1,0,0,0,2,6,53,6,0,5,0,4,0,1
207,10,1,5,0,8,2,5,27,5,1,12,1,0,0,1
188,11,3,1,3,11,4,6,20,6,0,8,2,1,0,1
139,8,1,3,2,2,0,6,21,1,0,4,0,0,0,2
285,18,1,4,1,3,4,17,31,11,2,6,3,1,0,1
213,10,1,3,0,1,2,10,21,4,0,7,0,2,0,1
154,10,3,0,0,0,2,4,15,2,2,5,0,5,0,0
229,10,1,0,1,2,1,10,48,2,0,7,1,0,0,1
142,8,0,0,0,1,2,6,19,1,0,11,0,4,0,1
189,10,1,1,0,2,2,7,29,7,0,8,0,6,1,2
139,9,1,2,1,1,1,2,17,2,0,6,0,4,0,1
428,23,3,4,4,8,22,11,43,8,1,21,4,0,0,1
177,8,1,2,1,1,1,10,25,2,0,3,0,3,0,1
169,9,0,5,0,1,1,3,31,5,0,5,2,4,0,1
305,16,6,0,0,7,5,20,42,7,0,11,1,4,0,1
259,15,2,2,1,10,2,14,57,5,0,11,1,5,0,1
195,8,1,1,0,1,1,10,24,4,0,6,2,0,0,0
167,10,2,1,0,4,1,9,28,5,0,5,0,0,0,1
344,15,0,8,1,15,1,19,30,14,1,15,1,0,0,1
186,9,1,5,2,5,2,3,27,4,1,10,2,1,0,1
134,9,1,2,0,7,2,3,15,5,0,4,0,1,0,1
128,8,1,2,2,0,1,2,21,1,0,4,1,4,0,1
179,12,5,0,0,3,2,10,32,4,0,3,0,1,0,1
155,7,0,0,0,0,1,2,23,3,1,3,1,0,0,1
163,12,2,1,0,1,1,14,27,6,1,3,0,1,0,1
171,10,1,1,0,2,2,3,17,3,0,7,2,0,0,0
303,16,3,1,3,5,3,10,30,6,0,9,1,1,0,1
326,24,7,1,2,4,2,35,34,13,0,14,4,4,0,1
230,9,0,5,0,3,1,4,19,11,0,4,1,4,0,1
215,12,0,4,1,3,0,9,46,7,1,6,1,5,0,1
220,14,5,1,1,7,1,7,29,8,0,6,2,1,0,1
224,11,0,2,3,4,1,9,37,8,0,8,0,0,0,1
164,9,2,1,1,0,0,12,20,5,0,2,1,0,0,1
213,11,1,1,0,2,3,9,41,4,0,7,2,1,0,1
294,17,1,11,3,7,2,17,43,10,4,9,0,0,0,1
198,12,1,4,1,6,1,12,28,1,0,10,0,2,0,2
271,13,3,3,3,1,1,9,32,6,0,4,0,5,0,1
28,1,0,1,0,0,0,0,8,0,0,0,0,0,0,0
285,16,1,2,0,4,3,11,15,12,0,24,1,0,0,1
169,13,5,0,0,2,0,14,20,5,1,9,2,0,0,1
244,13,1,1,0,1,2,17,32,8,0,9,2,0,0,1
159,12,1,0,0,0,2,13,17,2,0,5,1,0,0,2
122,7,0,0,0,2,2,2,25,3,0,8,1,0,0,1
106,6,1,2,0,3,2,5,23,5,0,4,0,0,0,5
226,12,6,1,2,0,1,6,26,5,1,8,0,4,0,0
162,8,0,5,2,3,0,2,23,1,0,1,1,0,0,1
317,15,6,1,2,10,5,16,41,10,1,15,6,2,0,1
151,8,0,4,0,1,1,5,19,6,0,2,1,2,0,1
184,10,0,1,1,1,2,5,18,3,1,4,0,3,0,1
189,15,3,0,0,3,2,7,24,3,0,6,1,4,0,1
264,12,3,2,0,5,0,13,38,6,0,6,1,0,0,0
209,11,2,3,1,3,1,8,28,7,0,5,1,0,0,1
284,13,0,4,2,1,1,10,30,6,0,11,1,6,0,1
271,18,0,3,1,10,4,17,30,7,0,10,2,2,0,1
134,7,2,2,0,2,0,4,22,3,0,2,0,0,0,7
157,9,0,2,1,1,1,11,25,2,1,6,2,1,0,2
164,8,0,1,1,0,1,3,40,5,0,5,0,2,0,1
88,3,1,2,0,2,1,1,11,4,0,5,0,0,0,2
705,45,20,9,7,37,42,23,41,32,1,33,10,4,0,1
84,6,2,0,1,1,2,7,15,2,0,2,0,0,0,1
167,10,1,3,1,1,1,7,20,2,0,7,2,0,0,1
183,10,0,2,3,4,2,4,32,4,0,1,0,0,0,1
212,13,3,0,1,9,3,13,23,6,0,9,1,3,0,1
183,8,0,5,1,4,1,1,11,6,0,5,2,2,0,1
159,7,5,0,1,0,1,5,28,3,1,7,1,0,0,0
348,15,1,0,0,2,2,20,57,15,0,13,0,1,0,3
171,12,1,0,2,3,0,4,29,4,0,4,1,1,0,1
175,10,0,6,3,1,3,12,24,3,0,6,1,0,0,1
235,15,4,1,2,4,2,17,32,8,0,4,0,4,0,0
122,8,0,8,0,0,1,5,11,5,0,3,0,1,0,1
159,10,0,4,0,5,3,4,32,2,0,8,1,1,0,1
124,6,0,0,0,1,1,6,21,2,0,5,0,0,0,1
251,13,1,3,3,1,2,13,35,8,0,11,2,0,0,1
133,8,2,0,0,4,5,4,17,1,0,6,2,1,0,1
225,10,2,1,2,1,2,9,32,3,2,6,1,0,0,1
156,8,2,1,0,0,0,11,31,1,0,1,0,4,0,1
181,10,0,6,1,3,1,16,14,3,0,12,2,0,0,1
215,11,0,5,0,0,1,8,35,7,0,8,2,6,0,1
196,8,1,1,1,0,0,7,38,5,0,3,0,5,0,1
158,9,0,0,1,0,2,2,27,4,0,3,2,0,0,1
108,8,2,1,0,2,1,3,11,3,0,2,0,0,0,1
139,8,2,1,1,1,1,6,18,3,0,3,0,0,0,1
238,10,2,1,0,3,2,9,43,5,0,7,0,6,0,1
298,16,1,6,4,7,18,8,38,8,0,7,0,6,0,1
164,7,0,0,0,1,1,1,38,6,0,4,1,0,0,1
103,3,0,1,0,3,1,9,17,2,0,4,0,0,0,0
164,8,1,2,0,0,1,3,26,3,0,6,1,1,0,2
175,10,1,4,1,0,1,9,23,5,1,4,0,8,0,1
294,14,1,1,3,0,0,10,47,7,1,12,3,7,0,1
151,6,2,4,1,5,1,8,28,3,0,3,2,0,0,1
174,10,0,0,0,1,3,7,21,4,1,6,2,5,0,1
113,6,0,0,0,3,2,6,15,2,0,9,1,0,0,1
155,8,0,4,0,1,1,4,29,4,0,3,0,0,0,1
174,10,0,4,1,0,2,5,21,4,0,5,1,0,0,0
198,11,0,4,1,0,4,5,31,4,0,7,1,5,0,4
237,14,0,1,1,6,2,13,31,6,0,5,0,4,0,1
184,9,4,2,3,3,2,12,15,2,0,12,4,0,0,0
173,12,5,4,0,8,1,6,15,5,0,10,2,0,0,1
218,11,0,3,0,0,0,9,42,3,0,3,0,7,0,1
239,11,1,1,4,3,10,13,21,6,0,9,2,0,0,2
245,14,1,1,0,5,6,16,35,9,0,7,2,0,0,1
240,15,0,10,1,8,3,12,43,3,2,6,0,0,0,2
227,10,0,3,2,2,2,3,43,9,0,4,0,8,1,28
237,16,0,0,0,5,5,11,24,7,0,12,1,0,0,1
136,8,0,0,0,5,2,3,30,2,1,4,1,3,0,1
206,8,0,6,2,2,0,8,25,3,0,9,1,2,0,2
199,12,0,5,1,0,2,9,31,5,1,12,0,0,0,1
202,18,2,0,2,2,2,8,28,4,0,11,5,0,0,1
188,12,3,1,3,3,1,12,27,3,0,6,2,0,0,1
266,19,14,3,0,2,1,15,30,12,2,6,1,13,0,1
165,8,0,1,1,0,1,5,27,5,1,2,0,0,0,0
206,18,1,1,1,1,3,19,25,5,0,18,2,0,0,1
227,19,2,2,1,15,8,10,24,8,0,13,1,3,0,1
8,1,0,1,0,0,0,0,4,0,0,1,0,0,0,0
187,11,0,3,1,4,1,10,18,3,0,8,3,0,0,0
228,16,0,2,0,6,2,11,15,5,1,6,2,2,0,1
105,7,0,0,1,0,1,5,10,0,0,6,1,0,0,0
109,5,0,1,0,0,1,7,15,1,0,1,0,1,0,1
193,13,0,3,0,1,1,4,24,6,0,3,1,2,0,1
127,8,0,1,0,1,3,4,20,4,0,6,0,0,0,2
124,9,0,3,1,0,1,7,19,4,0,3,1,3,0,1
181,10,0,8,0,0,4,5,20,3,0,4,1,0,0,1
215,10,4,1,1,0,1,8,32,5,0,11,0,0,0,1
387,19,3,5,0,7,2,11,51,6,2,10,0,2,0,1
315,14,5,2,0,4,5,21,14,15,1,11,5,0,0,1
278,19,4,0,1,18,9,13,21,7,1,15,0,1,0,1
183,11,1,6,1,2,1,7,23,2,0,11,1,0,0,0
195,10,0,3,2,1,0,11,31,3,0,6,1,0,0,1
165,10,0,3,2,7,1,2,26,5,0,3,0,0,0,1
319,26,5,0,0,14,1,30,34,12,1,11,1,2,0,1
69,3,0,0,0,1,1,2,14,2,0,8,2,0,0,1
167,10,0,1,3,0,0,9,41,3,0,5,0,7,0,1
230,15,0,1,0,1,1,13,35,4,0,7,1,8,0,1
77,5,1,0,2,2,0,5,10,3,0,1,0,5,0,0
153,9,0,4,0,0,1,8,9,3,0,6,0,1,0,0
162,13,2,0,0,0,1,9,20,6,0,7,1,4,0,1
269,11,0,1,0,2,1,7,41,6,0,8,1,3,0,1
240,13,1,2,0,4,1,8,20,9,0,10,1,0,0,1
481,22,5,7,0,7,6,14,34,10,2,35,1,4,0,3
136,7,4,5,4,0,1,5,29,2,0,4,1,2,0,1
206,12,0,4,1,3,9,4,14,6,0,6,1,5,0,1
162,10,0,2,0,0,1,7,23,2,0,4,1,0,0,1
191,11,1,0,0,3,2,13,24,2,0,10,0,0,0,0
127,8,0,3,1,1,2,4,22,2,0,3,0,0,0,1
234,17,1,0,1,2,2,23,14,3,1,12,0,3,0,1
148,7,1,3,1,3,0,4,37,2,0,6,0,5,0,1
250,14,0,0,2,5,3,4,30,4,0,9,1,4,0,1
171,13,0,2,0,2,5,7,31,2,0,7,2,0,0,1
197,11,0,1,0,0,1,10,19,3,0,4,0,4,0,0
160,10,0,0,0,3,4,6,16,8,0,11,3,0,0,3
220,10,1,0,1,0,1,2,34,5,0,5,1,2,0,1
87,5,1,2,0,3,1,3,18,1,0,7,2,0,0,1
270,13,2,3,4,7,4,10,35,9,1,11,0,0,0,1
229,12,0,9,3,1,1,7,37,2,0,13,1,3,0,1
160,11,0,2,0,1,0,9,22,2,0,0,1,0,0,1
221,19,2,3,2,0,5,17,24,9,0,7,1,1,0,1
189,12,0,1,0,3,3,9,25,4,0,2,0,2,0,1
166,9,0,2,1,0,3,5,17,1,0,6,0,3,0,1
12,1,0,0,0,0,0,0,7,0,0,0,0,1,0,1
177,9,0,1,3,1,0,10,10,5,2,3,1,6,0,0
410,21,1,3,0,9,0,21,47,13,0,9,2,2,0,1
228,13,1,2,1,2,1,5,37,5,0,6,1,0,0,1
207,13,0,1,0,13,6,9,19,2,0,10,0,0,0,1
277,18,2,0,1,16,3,20,23,6,0,16,5,2,0,1
174,12,2,6,2,1,4,14,33,1,0,7,1,0,0,0
244,12,0,0,0,0,1,10,41,2,0,11,1,8,0,1
171,13,0,0,0,3,1,4,22,2,0,8,1,2,0,1
244,19,2,1,0,13,5,21,19,2,0,11,0,1,0,1
209,10,3,1,0,1,2,6,17,9,1,7,1,0,0,1
241,16,1,1,0,0,0,14,22,3,0,6,1,2,0,1
188,12,0,5,0,0,0,11,42,5,1,6,3,0,0,1
287,14,5,2,0,5,3,16,27,6,0,19,6,1,0,1
182,12,4,0,0,1,4,12,34,4,1,7,0,3,0,1
78,4,0,0,2,1,2,3,14,2,0,2,0,0,0,0
258,14,1,4,1,4,4,3,37,11,0,11,1,0,0,1
161,9,2,0,0,3,5,4,8,7,1,9,1,0,0,1
202,12,0,3,0,0,1,10,33,5,0,5,1,0,0,0
148,7,0,0,2,1,0,2,23,2,0,3,0,0,0,1
230,14,1,1,0,6,4,7,33,5,0,6,2,0,0,1
153,9,0,0,0,0,3,3,24,0,1,9,0,2,0,4
158,10,3,3,1,4,4,5,44,2,0,2,0,0,0,1
139,9,2,6,1,2,0,8,21,5,1,1,0,4,0,1
201,11,0,4,6,2,1,2,29,6,1,11,1,0,0,1
161,8,0,2,0,1,0,3,21,5,0,4,1,2,0,1
158,12,0,0,0,6,1,7,34,4,0,7,1,1,0,1
103,6,0,2,0,1,1,7,8,1,0,3,0,1,0,0
40,2,0,0,0,0,0,2,14,0,0,2,0,0,0,1
154,6,0,1,2,9,0,5,21,7,0,7,0,2,0,1
154,10,3,0,2,1,2,9,20,4,2,6,1,0,0,0
283,21,2,4,1,3,0,35,14,15,1,12,2,2,0,1
240,10,1,5,1,2,1,1,22,4,0,5,0,8,0,1
182,10,0,0,0,1,1,6,28,3,0,5,1,3,0,1
187,14,0,4,2,2,3,11,31,3,1,10,0,2,0,1
236,12,0,1,0,0,0,16,43,6,0,8,1,2,0,0
302,17,4,2,2,14,2,12,35,8,0,22,3,3,0,1
98,4,1,1,1,1,2,2,15,2,0,4,0,0,0,1
225,11,0,1,0,9,0,8,26,8,0,4,1,0,0,1
198,10,1,0,0,1,1,3,13,4,0,7,0,13,0,1
98,8,0,2,0,2,1,4,25,2,0,2,2,2,0,2
199,13,0,0,1,2,1,9,29,3,0,4,0,3,0,1
150,10,0,6,2,0,2,5,24,1,0,3,0,1,0,0
219,12,0,2,1,2,1,12,26,8,0,7,0,0,0,1
141,8,1,0,0,1,6,8,21,4,0,5,1,0,0,1
170,10,2,0,1,0,0,12,29,4,0,5,2,1,0,0
182,11,4,6,4,2,3,4,34,0,0,5,1,3,0,1
156,10,1,2,2,1,1,13,10,5,2,8,0,4,0,1
205,9,3,0,0,4,4,11,16,6,0,8,0,7,0,1
171,12,2,3,1,3,2,15,21,3,0,7,0,1,0,1
218,12,3,1,0,4,2,7,47,0,0,11,1,0,0,1
27,1,0,1,0,0,0,0,12,0,0,1,0,0,0,1
41,1,0,0,0,0,0,1,15,0,0,0,0,0,0,1
119,6,0,5,1,0,0,7,17,5,0,1,0,0,0,1
275,16,1,8,2,5,3,11,29,7,0,14,1,2,0,2
171,9,2,0,0,6,2,8,15,4,0,9,1,1,0,1
162,8,2,3,1,3,1,2,23,4,0,6,1,0,0,2
314,17,1,7,3,2,5,8,30,11,1,5,1,3,0,2
292,12,1,2,3,2,7,11,41,10,0,15,3,0,0,1
173,12,0,4,3,1,8,10,19,5,0,8,0,0,0,0
153,10,1,2,2,1,2,9,28,7,0,3,0,0,0,1
113,6,0,2,0,3,1,5,12,5,0,7,0,0,0,1
234,17,3,4,6,8,2,19,24,2,0,14,0,3,0,1
134,7,1,3,0,3,1,2,26,3,0,1,0,2,0,1
129,9,0,0,1,4,2,3,23,4,0,6,0,0,0,1
413,24,1,1,1,8,1,15,55,13,1,13,1,2,0,1
289,14,0,1,0,7,0,7,43,6,0,3,2,2,0,0
192,12,2,0,0,1,2,7,49,5,0,9,1,0,0,1
307,17,2,6,3,2,1,13,23,6,1,9,1,3,0,1
299,15,0,1,0,0,1,10,52,12,0,11,3,6,0,0
207,12,1,3,3,2,1,12,30,6,0,10,0,2,0,1
118,9,0,2,0,0,2,4,15,4,0,5,0,1,0,0
177,11,0,1,0,3,0,7,28,3,0,3,1,0,0,1
160,9,0,3,2,1,1,5,24,5,0,4,1,3,0,2
199,11,1,5,1,0,1,9,14,4,0,1,0,7,0,1
224,11,4,0,0,3,2,12,38,4,0,11,4,3,0,1
220,10,0,3,2,6,1,14,35,5,0,1,1,5,0,2
343,23,2,3,0,21,6,13,26,11,1,26,6,0,0,1
238,17,0,0,0,3,2,6,26,4,0,9,2,4,0,1
193,10,1,4,1,3,1,7,22,5,0,7,0,4,0,1
150,12,0,2,1,6,8,3,20,2,0,7,2,0,0,2
95,5,0,0,0,1,0,6,24,5,0,1,1,0,0,0
213,11,1,5,2,6,2,9,35,5,0,9,0,1,0,1
132,9,0,3,5,4,2,9,18,1,0,3,1,1,0,1
84,5,0,2,1,1,1,1,17,2,0,6,0,1,0,2
183,9,1,2,0,5,1,10,22,6,0,3,0,0,0,1
212,17,2,2,0,5,1,19,27,9,0,10,1,0,0,1
179,8,0,2,0,1,1,6,37,3,1,5,0,4,0,1
192,10,2,2,0,0,2,8,29,5,0,6,0,4,0,1
266,15,4,3,3,2,1,12,32,7,0,8,5,4,0,1
188,11,1,0,0,5,1,3,28,7,0,1,1,7,0,1
407,23,1,14,8,10,3,36,33,10,0,10,1,6,0,1
194,9,2,0,1,0,0,6,25,4,0,3,0,2,0,1
94,9,0,6,1,0,1,8,13,4,0,4,0,0,0,2
290,20,0,7,6,9,1,12,28,3,1,7,2,1,0,1
161,9,1,2,0,0,9,9,8,4,0,5,0,2,0,1
174,14,5,0,1,4,11,8,18,2,0,7,1,2,0,1
177,10,1,0,1,5,2,9,14,6,0,16,4,0,0,0
80,6,0,4,0,1,1,10,4,3,0,4,0,2,0,0
264,15,0,8,1,2,6,11,45,8,0,10,1,0,0,1
223,14,4,0,1,6,9,4,24,8,0,6,2,1,0,1
285,14,0,14,3,0,2,2,36,11,0,7,1,6,0,1
207,13,1,0,1,1,1,14,21,3,0,11,1,0,0,1
201,11,0,2,0,10,4,7,8,8,0,14,1,0,0,1
118,9,0,4,1,2,1,6,12,3,0,9,2,2,0,1
135,8,0,0,0,0,1,2,25,3,0,4,0,3,0,1
314,20,3,2,0,11,1,15,19,11,0,10,2,2,0,1
187,11,1,0,0,3,2,4,46,6,0,4,0,3,0,1
251,16,2,7,5,2,2,6,43,5,0,12,1,0,0,1
191,9,1,4,0,4,2,6,31,5,0,5,1,3,0,1
185,10,1,0,0,3,1,0,38,6,0,2,0,4,0,1
182,10,0,3,1,0,2,11,29,5,0,10,0,1,0,1
705,45,20,9,7,37,42,22,43,32,1,33,9,4,0,1
155,11,2,3,1,2,1,7,22,3,0,6,0,0,0,1
120,8,0,4,0,1,1,2,30,3,0,4,1,0,0,1
209,13,0,11,1,0,3,7,18,6,2,4,1,1,0,1
102,6,0,2,0,0,0,4,27,1,0,1,1,0,0,1
219,15,0,6,3,1,3,3,30,6,2,8,1,6,0,1
195,10,0,7,1,1,1,6,35,3,1,5,0,2,0,0
291,17,3,12,6,2,1,7,37,3,0,10,2,6,0,1
187,10,0,0,0,3,1,7,29,5,1,6,1,0,0,1
366,30,0,2,0,18,12,26,47,6,0,21,3,4,0,1
164,8,0,6,1,3,1,3,22,7,0,11,2,5,0,1
255,15,0,6,0,0,0,17,31,10,0,5,3,2,0,2
157,10,0,2,2,0,1,9,25,4,0,9,0,5,0,1
83,4,0,2,0,0,3,4,12,1,0,3,0,0,0,1
179,11,0,2,1,1,2,3,12,4,0,5,1,0,0,1
202,9,0,1,1,2,2,5,32,1,0,7,0,5,0,0
123,9,0,1,2,2,1,15,22,2,0,7,0,5,0,1
305,22,4,2,3,13,11,20,16,10,0,23,0,7,0,1
124,8,0,1,1,1,2,1,9,4,0,8,0,1,0,1
110,8,1,0,0,0,1,5,20,0,0,5,0,1,0,1
150,8,1,1,1,0,0,2,27,2,0,3,1,2,0,1
242,14,0,3,0,2,1,11,15,7,0,4,2,0,0,0
202,13,3,6,0,0,1,18,23,5,0,6,2,3,0,1
161,8,1,0,2,1,2,2,21,5,0,5,0,0,0,1
337,17,1,2,3,6,5,14,51,8,0,9,0,3,0,1
117,7,0,1,1,2,2,0,32,2,0,2,0,0,0,1
206,10,2,2,0,13,1,10,23,6,2,16,0,0,0,1
74,3,0,1,1,3,1,3,17,3,0,1,1,1,0,1
177,12,1,1,1,5,2,10,24,2,1,6,0,0,0,1
91,7,2,0,0,3,0,3,19,3,0,2,0,4,0,1
221,12,0,6,1,2,1,7,14,7,0,6,0,0,0,2
288,13,1,7,0,1,1,22,22,2,0,8,2,2,0,0
255,10,0,2,0,2,3,7,26,6,0,10,0,6,0,1
133,12,1,0,0,0,3,8,10,4,0,9,1,4,0,1
189,11,0,0,0,1,1,7,30,5,0,2,0,0,0,1
220,13,1,2,3,6,1,4,32,9,0,5,0,1,0,1
141,8,0,3,1,1,1,5,18,4,0,5,0,0,0,1
228,16,2,1,1,6,3,7,47,7,0,9,0,0,0,1
225,10,3,0,1,9,1,9,39,5,0,5,0,0,0,2
140,9,0,1,0,3,1,11,9,6,0,5,1,4,0,1
222,11,5,0,1,9,1,20,20,6,0,8,1,0,0,1
147,9,0,2,0,0,1,2,18,2,0,7,0,0,0,1
121,8,1,0,1,1,2,6,21,1,1,5,0,4,0,7
296,13,2,1,1,6,0,12,34,10,2,9,2,0,0,1
125,7,0,3,0,0,1,6,23,1,0,10,0,2,0,1
231,13,1,6,2,9,1,3,20,3,3,14,1,0,0,1
154,8,1,0,4,0,0,3,25,2,1,2,0,0,0,1
195,12,1,3,0,5,2,7,25,6,1,2,0,2,0,1
209,9,0,3,0,1,2,12,29,2,0,7,3,5,0,1
294,11,1,3,1,9,3,16,31,12,0,13,0,0,0,1
171,10,3,0,1,3,2,7,19,4,1,2,0,1,0,1
170,12,2,1,0,11,0,8,20,4,1,2,0,1,0,1
179,9,2,1,2,1,1,6,20,5,2,3,1,5,0,0
243,16,1,0,0,13,2,13,24,10,0,18,0,0,0,1
203,11,1,0,0,1,2,5,18,6,0,6,0,6,0,0
179,11,1,1,2,9,1,14,41,2,0,9,1,1,0,20
76,4,1,0,0,0,0,0,15,2,0,2,0,0,0,2
118,6,2,1,0,2,1,3,14,1,0,1,0,1,0,1
36,1,0,1,0,0,0,2,14,0,0,1,0,0,0,1
195,10,1,7,1,4,0,13,21,5,0,2,1,0,0,1
133,9,1,0,1,2,1,7,17,1,0,10,0,2,0,1
158,9,1,0,0,1,1,3,13,6,0,14,2,0,0,1
130,7,0,1,1,0,3,5,20,2,1,5,1,2,0,1
197,14,3,0,0,2,3,6,27,1,0,5,0,2,0,1
183,11,1,2,0,2,1,7,27,3,0,9,1,0,0,1
233,18,4,0,0,0,1,17,35,6,1,4,0,1,0,1
211,18,8,4,2,6,6,20,23,8,0,4,0,9,0,1
164,9,0,3,3,0,1,3,25,6,0,11,4,0,0,1
193,9,0,3,3,6,1,9,28,8,0,4,0,1,0,1
262,14,2,7,1,0,1,7,33,4,0,10,3,14,0,0
34,2,0,1,0,0,0,0,9,0,0,0,0,0,0,0
154,8,0,3,1,1,1,10,25,2,0,8,0,6,0,1
254,17,2,5,1,2,2,9,44,7,0,5,1,4,0,1
202,10,0,0,0,0,1,9,44,2,1,3,0,7,0,1
168,10,0,2,2,3,0,3,25,2,0,3,0,1,0,5
163,12,0,2,0,2,1,2,31,2,0,6,0,3,0,1
120,9,0,0,1,2,0,7,20,0,0,4,0,0,0,1
176,11,0,0,0,0,1,5,35,0,0,5,0,3,0,2
169,12,3,1,2,6,3,7,26,5,1,2,2,0,0,1
172,10,1,1,0,2,0,12,17,7,1,3,1,0,0,2
88,5,0,0,0,4,1,1,6,3,0,0,0,2,0,1
347,28,2,13,4,4,1,22,41,3,0,7,1,1,0,2
178,8,2,3,1,1,2,3,21,6,0,3,0,0,0,1
212,12,1,1,0,2,3,8,28,5,0,9,1,0,0,0
214,7,1,1,0,0,2,2,36,5,1,7,4,0,0,1
31,1,0,0,0,0,0,1,15,1,0,2,0,0,0,0
152,9,2,1,1,0,1,2,38,5,0,5,1,1,0,1
121,8,0,1,0,1,1,5,22,4,1,3,0,1,0,1
